                simTime,               simFrame,               playerId,                 roadId,                 laneId,                  flags,                  roadS,                  roadT,             laneOffset,                 hdgRel,               pitchRel,                rollRel,               roadType,                  pathS,
+1.8561667634733021e+02,                  11138,                      1,                    509,                      1,                    0x2,+6.1563369750976562e+01,+1.0377714633941650e+00,-1.3722859323024750e-01,+3.2463867682963610e-04,+1.9741496071219444e-02,-2.1855501108802855e-04,                      3,+2.2067822265625000e+03,
+1.8563334301486611e+02,                  11139,                      1,                    509,                      1,                    0x2,+6.1364570617675781e+01,+1.0378528833389282e+00,-1.3714705407619476e-01,+3.6731560248881578e-04,+1.9932709634304047e-02,-2.0412421145010740e-04,                      3,+2.2069812011718750e+03,
+1.8565000968240201e+02,                  11140,                      1,                    509,                      1,                    0x2,+6.1165420532226562e+01,+1.0379419326782227e+00,-1.3705804944038391e-01,+4.0713150519877672e-04,+2.0122541114687920e-02,-1.9056248129345477e-04,                      3,+2.2071801757812500e+03,
+1.8566667634993792e+02,                  11141,                      1,                    509,                      1,                    0x2,+6.0965927124023438e+01,+1.0380378961563110e+00,-1.3696207106113434e-01,+4.4408638495951891e-04,+2.0310981199145317e-02,-1.7761861090548337e-04,                      3,+2.2073798828125000e+03,
+1.8568334301747382e+02,                  11142,                      1,                    509,                      1,                    0x2,+6.0766090393066406e+01,+1.0381404161453247e+00,-1.3685958087444305e-01,+4.7841866035014391e-04,+2.0498020574450493e-02,-1.6533286543563008e-04,                      3,+2.2075795898437500e+03,
+1.8570000968500972e+02,                  11143,                      1,                    509,                      1,                    0x2,+6.0565910339355469e+01,+1.0382490158081055e+00,-1.3675102591514587e-01,+5.1036674994975328e-04,+2.0683648064732552e-02,-1.5374428767245263e-04,                      3,+2.2077797851562500e+03,
+1.8571667635254562e+02,                  11144,                      1,                    509,                      1,                    0x2,+6.0365390777587891e+01,+1.0383632183074951e+00,-1.3663682341575623e-01,+5.3993065375834703e-04,+2.0867856219410896e-02,-1.4279106108006090e-04,                      3,+2.2079802246093750e+03,
+1.8573334302008152e+02,                  11145,                      1,                    509,                      1,                    0x2,+6.0164535522460938e+01,+1.0384826660156250e+00,-1.3651737570762634e-01,+5.6734879035502672e-04,+2.1050633862614632e-02,-1.3240886619314551e-04,                      3,+2.2081811523437500e+03,
+1.8575000968761742e+02,                  11146,                      1,                    509,                      1,                    0x2,+5.9963340759277344e+01,+1.0386070013046265e+00,-1.3639305531978607e-01,+5.9262115973979235e-04,+2.1231973543763161e-02,-1.2263028474990278e-04,                      3,+2.2083823242187500e+03,
+1.8576667635515332e+02,                  11147,                      1,                    509,                      1,                    0x2,+5.9761814117431641e+01,+1.0387357473373413e+00,-1.3626420497894287e-01,+6.1598618049174547e-04,+2.1411864086985588e-02,-1.1338726471876726e-04,                      3,+2.2085839843750000e+03,
+1.8578334302268922e+02,                  11148,                      1,                    509,                      1,                    0x2,+5.9559955596923828e+01,+1.0388687849044800e+00,-1.3613116741180420e-01,+6.3744385261088610e-04,+2.1590296179056168e-02,-1.0470866982359439e-04,                      3,+2.2087856445312500e+03,
+1.8580000969022512e+02,                  11149,                      1,                    509,                      1,                    0x2,+5.9357769012451172e+01,+1.0390057563781738e+00,-1.3599425554275513e-01,+6.5723259467631578e-04,+2.1767264232039452e-02,-9.6522817329969257e-05,                      3,+2.2089880371093750e+03,
+1.8581667635776103e+02,                  11150,                      1,                    509,                      1,                    0x2,+5.9155250549316406e+01,+1.0391463041305542e+00,-1.3585375249385834e-01,+6.7559082526713610e-04,+2.1942753344774246e-02,-8.8855129433795810e-05,                      3,+2.2091904296875000e+03,
+1.8583334302529693e+02,                  11151,                      1,                    509,                      1,                    0x2,+5.8952411651611328e+01,+1.0392900705337524e+00,-1.3570994138717651e-01,+6.9228012580424547e-04,+2.2116757929325104e-02,-8.1630481872707605e-05,                      3,+2.2093933105468750e+03,
+1.8585000969283283e+02,                  11152,                      1,                    509,                      1,                    0x2,+5.8749244689941406e+01,+1.0394369363784790e+00,-1.3556309044361115e-01,+7.0753891486674547e-04,+2.2289264947175980e-02,-7.4771895015146583e-05,                      3,+2.2095964355468750e+03,
+1.8586667636036873e+02,                  11153,                      1,                    509,                      1,                    0x2,+5.8545757293701172e+01,+1.0395865440368652e+00,-1.3541343808174133e-01,+7.2136719245463610e-04,+2.2460272535681725e-02,-6.8399720476008952e-05,                      3,+2.2098000488281250e+03,
+1.8588334302790463e+02,                  11154,                      1,                    509,                      1,                    0x2,+5.8341949462890625e+01,+1.0397387742996216e+00,-1.3526120781898499e-01,+7.3424179572612047e-04,+2.2629763931035995e-02,-6.2434824940282851e-05,                      3,+2.2100036621093750e+03,
+1.8590000969544053e+02,                  11155,                      1,                    509,                      1,                    0x2,+5.8137825012207031e+01,+1.0398933887481689e+00,-1.3510660827159882e-01,+7.4568588752299547e-04,+2.2797735407948494e-02,-5.6895543821156025e-05,                      3,+2.2102077636718750e+03,
+1.8591667636297643e+02,                  11156,                      1,                    509,                      1,                    0x2,+5.7933383941650391e+01,+1.0400501489639282e+00,-1.3494984805583954e-01,+7.5617630500346422e-04,+2.2964175790548325e-02,-5.1599919970612973e-05,                      3,+2.2104123535156250e+03,
+1.8593334303051233e+02,                  11157,                      1,                    509,                      1,                    0x2,+5.7728630065917969e+01,+1.0402089357376099e+00,-1.3479112088680267e-01,+7.6571304816752672e-04,+2.3129077628254890e-02,-4.6763045247644186e-05,                      3,+2.2106171875000000e+03,
+1.8595000969804823e+02,                  11158,                      1,                    509,                      1,                    0x2,+5.7523559570312500e+01,+1.0403693914413452e+00,-1.3463057577610016e-01,+7.7429611701518297e-04,+2.3292429745197296e-02,-4.2201132600894198e-05,                      3,+2.2108220214843750e+03,
+1.8596667636558414e+02,                  11159,                      1,                    509,                      1,                    0x2,+5.7318183898925781e+01,+1.0405316352844238e+00,-1.3446840643882751e-01,+7.8192551154643297e-04,+2.3454224690794945e-02,-3.7927635275991634e-05,                      3,+2.2110275878906250e+03,
+1.8598334303312004e+02,                  11160,                      1,                    509,                      1,                    0x2,+5.7112495422363281e+01,+1.0406953096389771e+00,-1.3430474698543549e-01,+7.8883965034037828e-04,+2.3614455014467239e-02,-3.3955719118239358e-05,                      3,+2.2112331542968750e+03,
+1.8600000970065594e+02,                  11161,                      1,                    509,                      1,                    0x2,+5.6906501770019531e+01,+1.0408602952957153e+00,-1.3413974642753601e-01,+7.9480011481791735e-04,+2.3773109540343285e-02,-3.0297667763079517e-05,                      3,+2.2114392089843750e+03,
+1.8601667636819184e+02,                  11162,                      1,                    509,                      1,                    0x2,+5.6700202941894531e+01,+1.0410264730453491e+00,-1.3397352397441864e-01,+8.0028374213725328e-04,+2.3930182680487633e-02,-2.6864736355491914e-05,                      3,+2.2116455078125000e+03,
+1.8603334303572774e+02,                  11163,                      1,                    509,                      1,                    0x2,+5.6493602752685547e+01,+1.0411938428878784e+00,-1.3380619883537292e-01,+8.0505211371928453e-04,+2.4085663259029388e-02,-2.3767308448441327e-05,                      3,+2.2118520507812500e+03,
+1.8605000970326364e+02,                  11164,                      1,                    509,                      1,                    0x2,+5.6286697387695312e+01,+1.0413621664047241e+00,-1.3363789021968842e-01,+8.0910522956401110e-04,+2.4239543825387955e-02,-2.0814846720895730e-05,                      3,+2.2120590820312500e+03,
+1.8606667637079954e+02,                  11165,                      1,                    509,                      1,                    0x2,+5.6079498291015625e+01,+1.0415313243865967e+00,-1.3346870243549347e-01,+8.1291992682963610e-04,+2.4391816928982735e-02,-1.8115970306098461e-05,                      3,+2.2122661132812500e+03,
+1.8608334303833544e+02,                  11166,                      1,                    509,                      1,                    0x2,+5.5871997833251953e+01,+1.0417013168334961e+00,-1.3329872488975525e-01,+8.1601936835795641e-04,+2.4542471393942833e-02,-1.5679377611377276e-05,                      3,+2.2124736328125000e+03,
+1.8610000970587134e+02,                  11167,                      1,                    509,                      1,                    0x2,+5.5664199829101562e+01,+1.0418719053268433e+00,-1.3312804698944092e-01,+8.1864197272807360e-04,+2.4691503494977951e-02,-1.3311571819940582e-05,                      3,+2.2126813964843750e+03,
+1.8611667637340724e+02,                  11168,                      1,                    509,                      1,                    0x2,+5.5456111907958984e+01,+1.0420432090759277e+00,-1.3295674324035645e-01,+8.2078773993998766e-04,+2.4838900193572044e-02,-1.1220158739888575e-05,                      3,+2.2128896484375000e+03,
+1.8613334304094315e+02,                  11169,                      1,                    509,                      1,                    0x2,+5.5247730255126953e+01,+1.0422151088714600e+00,-1.3278490304946899e-01,+8.2269508857280016e-04,+2.4984654039144516e-02,-9.3115713752922602e-06,                      3,+2.2130979003906250e+03,
