                simTime,               simFrame,               playerId,              lightMask,               steering,    steeringWheelTorque,                accMask,               accSpeed,           batteryState,            batteryRate,       displayLightMask,              fuelGauge,
+7.6283337311819196e+01,                   4578,                      1,                 0x8020,-2.1815747022628784e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6300003979355097e+01,                   4579,                      1,                 0x8020,-2.1351208910346031e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6316670646890998e+01,                   4580,                      1,                 0x8020,-2.0861718803644180e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6333337314426899e+01,                   4581,                      1,                 0x8020,-2.0352618768811226e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6350003981962800e+01,                   4582,                      1,                 0x8020,-1.9820241257548332e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6366670649498701e+01,                   4583,                      1,                 0x8020,-1.9258383661508560e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6383337317034602e+01,                   4584,                      1,                 0x8020,-1.8339082598686218e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6400003984570503e+01,                   4585,                      1,                 0x8020,-1.6519058495759964e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6416670652106404e+01,                   4586,                      1,                 0x8020,-1.4679766260087490e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6433337319642305e+01,                   4587,                      1,                 0x8020,-1.2908671051263809e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6450003987178206e+01,                   4588,                      1,                 0x8020,-1.1202123016119003e-02,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6466670654714108e+01,                   4589,                      1,                 0x8020,-9.5485430210828781e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
+7.6483337322250009e+01,                   4590,                      1,                 0x8020,-7.9350285232067108e-03,+0.0000000000000000e+00,                      0,                      0,                      0,                      0,                      0,                      0,
